SMILES,Molecule Name,Molecular Formula,Bond Information,Functional Groups,Atom Information,Symmetry,Planarity,Molecular weight,PiPi Stacking Potential,Energetics,ESP,oxygen_balance,Heat of formation,NO2 Count,NH2 Count,H Count
C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,C62H86N12O16,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (DOUBLE), 18-20 (SINGLE), 20-21 (SINGLE), 21-22 (SINGLE), 22-23 (DOUBLE), 22-24 (SINGLE), 21-25 (SINGLE), 25-26 (SINGLE), 25-27 (SINGLE), 20-28 (SINGLE), 16-29 (SINGLE), 6-30 (SINGLE), 30-31 (SINGLE), 30-32 (SINGLE), 2-33 (SINGLE), 33-34 (SINGLE), 34-35 (DOUBLE), 34-36 (SINGLE), 36-37 (AROMATIC), 37-38 (AROMATIC), 38-39 (AROMATIC), 39-40 (AROMATIC), 40-41 (AROMATIC), 39-42 (SINGLE), 38-43 (AROMATIC), 43-44 (AROMATIC), 44-45 (AROMATIC), 45-46 (AROMATIC), 46-47 (DOUBLE), 46-48 (AROMATIC), 48-49 (AROMATIC), 49-50 (AROMATIC), 50-51 (AROMATIC), 49-52 (SINGLE), 52-53 (DOUBLE), 52-54 (SINGLE), 54-55 (SINGLE), 55-56 (SINGLE), 56-57 (SINGLE), 57-58 (SINGLE), 58-59 (DOUBLE), 58-60 (SINGLE), 60-61 (SINGLE), 61-62 (SINGLE), 62-63 (DOUBLE), 62-64 (SINGLE), 64-65 (SINGLE), 65-66 (SINGLE), 66-67 (DOUBLE), 66-68 (SINGLE), 68-69 (SINGLE), 69-70 (SINGLE), 70-71 (SINGLE), 71-72 (SINGLE), 72-73 (SINGLE), 73-74 (DOUBLE), 73-75 (SINGLE), 75-76 (SINGLE), 76-77 (SINGLE), 77-78 (DOUBLE), 75-79 (SINGLE), 79-80 (SINGLE), 79-81 (SINGLE), 65-82 (SINGLE), 61-83 (SINGLE), 60-84 (SINGLE), 84-85 (SINGLE), 84-86 (SINGLE), 56-87 (SINGLE), 48-88 (SINGLE), 45-89 (SINGLE), 24-1 (SINGLE), 13-9 (SINGLE), 41-36 (AROMATIC), 51-37 (AROMATIC), 50-44 (SINGLE), 77-55 (SINGLE), 72-68 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: O, 5: N, 6: C, 7: C, 8: O, 9: N, 10: C, 11: C, 12: C, 13: C, 14: C, 15: O, 16: N, 17: C, 18: C, 19: O, 20: N, 21: C, 22: C, 23: O, 24: O, 25: C, 26: C, 27: C, 28: C, 29: C, 30: C, 31: C, 32: C, 33: N, 34: C, 35: O, 36: C, 37: C, 38: C, 39: C, 40: C, 41: C, 42: C, 43: O, 44: C, 45: C, 46: C, 47: O, 48: C, 49: C, 50: C, 51: N, 52: C, 53: O, 54: N, 55: C, 56: C, 57: O, 58: C, 59: O, 60: C, 61: N, 62: C, 63: O, 64: C, 65: N, 66: C, 67: O, 68: C, 69: C, 70: C, 71: C, 72: N, 73: C, 74: O, 75: C, 76: N, 77: C, 78: O, 79: C, 80: C, 81: C, 82: C, 83: C, 84: C, 85: C, 86: C, 87: C, 88: N, 89: C",Non-symmetric,Non-Planar,1255.438,8788.06599999999,No,3.8372083288607E-15,-79.6087102668551,5664,0,1,0
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,C6H8O6,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 4-5 (SINGLE), 5-6 (DOUBLE), 5-7 (SINGLE), 4-8 (SINGLE), 3-9 (SINGLE), 1-10 (SINGLE), 0-11 (SINGLE), 7-2 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: O, 7: O, 8: O, 9: O, 10: O, 11: O",Non-symmetric,Planar,176.124,176.124,No,6.93889390390723E-16,-45.4929481501669,0,0,0,0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C9H15NO3S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 1-4 (SINGLE), 4-5 (DOUBLE), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (DOUBLE), 11-13 (SINGLE), 10-6 (SINGLE)",Alkane,"0: C, 1: C, 2: C, 3: S, 4: C, 5: O, 6: N, 7: C, 8: C, 9: C, 10: C, 11: C, 12: O, 13: O",Symmetric,Non-Planar,217.29,217.29,No,-5.55111512312578E-16,-77.9097059229601,747,0,0,0
C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,C16H23NO6,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (DOUBLE), 2-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (DOUBLE), 11-12 (SINGLE), 10-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (DOUBLE), 15-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 18-20 (SINGLE), 17-21 (SINGLE), 17-22 (SINGLE), 18-1 (SINGLE), 9-5 (SINGLE), 12-8 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: O, 4: O, 5: C, 6: C, 7: C, 8: N, 9: C, 10: C, 11: C, 12: C, 13: C, 14: O, 15: C, 16: O, 17: C, 18: C, 19: C, 20: O, 21: C, 22: O",Non-symmetric,Non-Planar,325.361,976.083,No,2.77555756156289E-16,-70.494312471378,472,0,0,0
CC1=CC[C@@H](CC1)C(=C)C,C=C(C)[C@H]1CC=C(C)CC1,C10H16,"0-1 (SINGLE), 1-2 (DOUBLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 4-7 (SINGLE), 7-8 (DOUBLE), 7-9 (SINGLE), 6-1 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C",Non-symmetric,Non-Planar,136.238,136.238,No,-6.93889390390723E-18,-100,0,0,0,0
C1C2CC3CC1CC(C2)(C3)N.Cl,Cl.NC12CC3CC(CC(C3)C1)C2,C10H18ClN,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 7-9 (SINGLE), 7-10 (SINGLE), 5-0 (SINGLE), 8-1 (SINGLE), 9-3 (SINGLE)",Alkane,"0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: N, 11: Cl",Non-symmetric,Non-Planar,187.714,750.856,No,3.05311331771918E-16,-100,472,0,1,0
CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,C18H29N3O5,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 1-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 11-13 (SINGLE), 13-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (SINGLE), 16-18 (SINGLE), 9-19 (SINGLE), 19-20 (SINGLE), 20-21 (DOUBLE), 20-22 (SINGLE), 22-23 (SINGLE), 22-24 (SINGLE), 6-25 (SINGLE), 12-7 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: N, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: O, 14: C, 15: O, 16: N, 17: C, 18: C, 19: O, 20: C, 21: O, 22: N, 23: C, 24: C, 25: O",Non-symmetric,Planar,367.446,367.446,No,3.05311331771918E-16,-78.2280933797075,1416,0,0,0
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,C15H20N2O4S,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 6-9 (SINGLE), 9-10 (DOUBLE), 9-11 (DOUBLE), 9-12 (SINGLE), 12-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 8-3 (AROMATIC), 21-16 (SINGLE)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: S, 10: O, 11: O, 12: N, 13: C, 14: O, 15: N, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C",Non-symmetric,Non-Planar,324.402,648.804,No,-2.15105711021124E-16,-80.2713916683621,1219,0,0,0
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,C25H30N2O5,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 5-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 15-17 (SINGLE), 17-18 (DOUBLE), 17-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 26-27 (SINGLE), 27-28 (SINGLE), 28-29 (SINGLE), 29-30 (DOUBLE), 29-31 (SINGLE), 13-8 (AROMATIC), 28-19 (SINGLE), 26-21 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: C, 4: O, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: N, 15: C, 16: C, 17: C, 18: O, 19: N, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: O, 31: O",Non-symmetric,Non-Planar,438.524,1315.572,No,0,-81.7569847944468,944,0,0,0
C(C(CS)S)O,OCC(S)CS,C3H8OS2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 1-4 (SINGLE), 0-5 (SINGLE)",Alkane,"0: C, 1: C, 2: C, 3: S, 4: S, 5: O",Non-symmetric,Planar,124.23,0,No,1.66533453693773E-16,-87.1206632858408,550,0,0,0
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,C16H19N3O4S,"0-1 (SINGLE), 1-2 (DOUBLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (DOUBLE), 5-8 (SINGLE), 8-9 (SINGLE), 9-10 (DOUBLE), 9-11 (SINGLE), 11-12 (SINGLE), 12-13 (DOUBLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (DOUBLE), 16-17 (SINGLE), 11-18 (SINGLE), 4-19 (SINGLE), 19-20 (SINGLE), 2-21 (SINGLE), 21-22 (DOUBLE), 21-23 (SINGLE), 20-1 (SINGLE), 6-3 (SINGLE), 17-12 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: N, 4: C, 5: C, 6: C, 7: O, 8: N, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: N, 19: S, 20: C, 21: C, 22: O, 23: O",Non-symmetric,Non-Planar,349.412,1048.236,No,0,-81.6835140178357,1691,0,1,0
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,C17H17N7O8S4,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 2-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (DOUBLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (DOUBLE), 12-15 (SINGLE), 15-16 (SINGLE), 16-17 (DOUBLE), 16-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (DOUBLE), 21-22 (SINGLE), 22-23 (DOUBLE), 22-24 (SINGLE), 21-25 (SINGLE), 25-26 (DOUBLE), 25-27 (SINGLE), 20-28 (SINGLE), 12-29 (SINGLE), 29-30 (SINGLE), 11-31 (SINGLE), 31-32 (SINGLE), 9-33 (SINGLE), 33-34 (DOUBLE), 33-35 (SINGLE), 5-1 (AROMATIC), 32-8 (SINGLE), 13-10 (SINGLE), 28-18 (SINGLE)","Alkane, Alkene, Aromatic","0: C, 1: N, 2: C, 3: N, 4: N, 5: N, 6: S, 7: C, 8: C, 9: C, 10: N, 11: C, 12: C, 13: C, 14: O, 15: N, 16: C, 17: O, 18: C, 19: S, 20: C, 21: C, 22: C, 23: O, 24: N, 25: C, 26: O, 27: O, 28: S, 29: O, 30: C, 31: S, 32: C, 33: C, 34: O, 35: O",Non-symmetric,Non-Planar,575.632,2302.528,No,3.88578058618805E-16,-77.76357117047,4404,0,1,0
C(CO)O,OCCO,C2H6O2,"0-1 (SINGLE), 1-2 (SINGLE), 0-3 (SINGLE)",Alkane,"0: C, 1: C, 2: O, 3: O",Non-symmetric,Planar,62.068,0,No,5.55111512312578E-17,-48.4436424566604,0,0,0,0
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C10H12ClN5O3,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 11-14 (SINGLE), 9-15 (SINGLE), 2-16 (SINGLE), 16-17 (SINGLE), 1-18 (SINGLE), 4-0 (SINGLE), 13-5 (AROMATIC), 13-8 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: O, 4: C, 5: N, 6: C, 7: N, 8: C, 9: C, 10: N, 11: C, 12: N, 13: C, 14: Cl, 15: N, 16: C, 17: O, 18: O",Non-symmetric,Non-Planar,285.691,857.073,No,0,-83.1986306884011,2360,0,1,0
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,C17H22ClNO,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 6-13 (SINGLE), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 12-7 (AROMATIC), 18-13 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: O, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: Cl",Non-symmetric,Planar,291.822,583.644,No,0,-94.5172056938819,472,0,0,0
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,C19H19N7O6,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (DOUBLE), 12-14 (SINGLE), 9-15 (SINGLE), 15-16 (DOUBLE), 15-17 (SINGLE), 2-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 24-26 (AROMATIC), 26-27 (DOUBLE), 26-28 (AROMATIC), 28-29 (AROMATIC), 29-30 (AROMATIC), 29-31 (SINGLE), 5-0 (AROMATIC), 25-20 (AROMATIC), 30-23 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: O, 8: N, 9: C, 10: C, 11: C, 12: C, 13: O, 14: O, 15: C, 16: O, 17: O, 18: N, 19: C, 20: C, 21: C, 22: N, 23: C, 24: C, 25: N, 26: C, 27: O, 28: N, 29: C, 30: N, 31: N",Non-symmetric,Planar,441.404,1324.212,No,-5.55111512312578E-17,-78.251216572573,3304,0,1,0
CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N\O)/N,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,C24H35N5O5,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 7-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (DOUBLE), 20-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (AROMATIC), 25-26 (AROMATIC), 26-27 (AROMATIC), 27-28 (AROMATIC), 28-29 (AROMATIC), 27-30 (SINGLE), 30-31 (DOUBLE), 31-32 (SINGLE), 30-33 (SINGLE), 13-8 (SINGLE), 19-16 (SINGLE), 29-24 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: C, 4: O, 5: C, 6: N, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: O, 16: N, 17: C, 18: C, 19: C, 20: C, 21: O, 22: N, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: C, 31: N, 32: O, 33: N",Non-symmetric,Non-Planar,473.574,1420.722,No,-7.21644966006352E-16,-83.1071807151575,2360,0,1,0
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],C16H15N2NaO6S2,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (DOUBLE), 9-12 (SINGLE), 12-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 15-16 (SINGLE), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 8-21 (SINGLE), 21-22 (SINGLE), 6-23 (SINGLE), 23-24 (DOUBLE), 23-25 (SINGLE), 22-5 (SINGLE), 10-7 (SINGLE), 20-16 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: O, 3: O, 4: C, 5: C, 6: C, 7: N, 8: C, 9: C, 10: C, 11: O, 12: N, 13: C, 14: O, 15: C, 16: C, 17: C, 18: C, 19: C, 20: S, 21: S, 22: C, 23: C, 24: O, 25: O, 26: Na",Non-symmetric,Non-Planar,418.428,1255.284,No,3.60822483003176E-16,-77.0569847142161,1494,0,0,0
CC(C)CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CCC4[C@@]3(C2)C)C(=C)[C@H]5O)C(=O)O)CO)OS(=O)(=O)[O-])OS(=O)(=O)[O-].[K+].[K+],C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O.[K+].[K+],C30H44K2O16S2,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (DOUBLE), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 21-22 (SINGLE), 22-23 (SINGLE), 23-24 (SINGLE), 24-25 (SINGLE), 25-26 (SINGLE), 26-27 (SINGLE), 26-28 (SINGLE), 22-29 (SINGLE), 29-30 (DOUBLE), 29-31 (SINGLE), 31-32 (SINGLE), 16-33 (SINGLE), 33-34 (DOUBLE), 33-35 (SINGLE), 10-36 (SINGLE), 36-37 (SINGLE), 9-38 (SINGLE), 38-39 (SINGLE), 39-40 (DOUBLE), 39-41 (DOUBLE), 39-42 (SINGLE), 8-43 (SINGLE), 43-44 (SINGLE), 44-45 (DOUBLE), 44-46 (DOUBLE), 44-47 (SINGLE), 12-7 (SINGLE), 27-14 (SINGLE), 26-17 (SINGLE), 25-20 (SINGLE), 31-20 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: C, 5: O, 6: O, 7: C, 8: C, 9: C, 10: C, 11: O, 12: C, 13: O, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: C, 25: C, 26: C, 27: C, 28: C, 29: C, 30: C, 31: C, 32: O, 33: C, 34: O, 35: O, 36: C, 37: O, 38: O, 39: S, 40: O, 41: O, 42: O, 43: O, 44: S, 45: O, 46: O, 47: O, 48: K, 49: K",Non-symmetric,Non-Planar,802.996000000001,4014.98,No,-6.66133814775094E-16,-68.1193928736881,550,0,0,0
C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,C8H12N4O5,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (SINGLE), 8-10 (SINGLE), 10-11 (SINGLE), 7-12 (SINGLE), 6-13 (SINGLE), 2-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 4-0 (AROMATIC), 9-5 (SINGLE)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: N, 4: N, 5: C, 6: C, 7: C, 8: C, 9: O, 10: C, 11: O, 12: O, 13: O, 14: C, 15: O, 16: N",Non-symmetric,Non-Planar,244.207,488.414,No,2.22044604925031E-16,-67.2409062803277,1888,0,1,0
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,C16H17N3O5S,"0-1 (SINGLE), 1-2 (DOUBLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (DOUBLE), 5-8 (SINGLE), 8-9 (SINGLE), 9-10 (DOUBLE), 9-11 (SINGLE), 11-12 (SINGLE), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 15-18 (SINGLE), 11-19 (SINGLE), 4-20 (SINGLE), 20-21 (SINGLE), 2-22 (SINGLE), 22-23 (DOUBLE), 22-24 (SINGLE), 21-1 (SINGLE), 6-3 (SINGLE), 17-12 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: C, 6: C, 7: O, 8: N, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: O, 19: N, 20: S, 21: C, 22: C, 23: O, 24: O",Non-symmetric,Non-Planar,363.395,1090.185,No,-5.55111512312578E-16,-77.985387801153,1691,0,1,0
